ID,Marital Status,Gender,Income,Children,Education,Occupation,Home Owner,Cars,Commute Distance,City,Age,Purchased Bike,Tax
20147,M,F,"$30,000.00 ",1,Bachelors,Clerical,Yes,0,0-1 Miles,"New York City, New York",65,No,3130
15612,S,M,"$30,000.00 ",0,High School,Manual,No,1,1-2 Miles,"New York City, New York",28,No,4524
28323,S,M,"$70,000.00 ",0,Bachelors,Professional,No,2,5-10 Miles,"Los Angeles, California",43,Yes,1782
22634,S,F,"$40,000.00 ",0,Graduate Degree,Clerical,Yes,0,0-1 Miles,"New York City, New York",38,Yes,2389
15665,M,F,"$30,000.00 ",0,Bachelors,Clerical,Yes,0,0-1 Miles,"New York City, New York",47,Yes,3460
27585,M,F,"$90,000.00 ",2,Bachelors,Professional,No,0,0-1 Miles,"Los Angeles, California",36,Yes,1112
19748,M,M,"$20,000.00 ",4,High School,Skilled Manual,No,2,1-2 Miles,"Los Angeles, California",60,No,4573
21974,S,F,"$70,000.00 ",0,Bachelors,Professional,Yes,1,5-10 Miles,"Los Angeles, California",42,Yes,1724
14032,M,M,"$70,000.00 ",2,High School,Skilled Manual,No,2,1-2 Miles,"Los Angeles, California",50,Yes,1292
22610,M,M,"$30,000.00 ",0,Bachelors,Clerical,Yes,0,0-1 Miles,"New York City, New York",35,Yes,1625
26984,M,M,"$40,000.00 ",1,Bachelors,Skilled Manual,Yes,1,0-1 Miles,"New York City, New York",32,Yes,1941
18294,M,F,"$90,000.00 ",1,Bachelors,Professional,Yes,1,5-10 Miles,"Los Angeles, California",46,No,2529
28564,S,F,"$40,000.00 ",2,Partial College,Clerical,Yes,0,1-2 Miles,"New York City, New York",33,Yes,1334
28521,S,M,"$40,000.00 ",0,Graduate Degree,Clerical,No,0,0-1 Miles,"New York City, New York",36,Yes,5000
15450,M,M,"$10,000.00 ",1,Graduate Degree,Clerical,Yes,0,0-1 Miles,"New York City, New York",70,No,2757
25681,S,F,"$30,000.00 ",0,Partial College,Clerical,No,1,2-5 Miles,"New York City, New York",31,Yes,1649
19491,S,M,"$30,000.00 ",2,Partial College,Clerical,Yes,2,0-1 Miles,"New York City, New York",42,No,3397
26415,M,F,"$90,000.00 ",4,Partial High School,Skilled Manual,Yes,4,10+ Miles,"New York City, New York",58,No,2118
12821,M,M,"$40,000.00 ",0,Bachelors,Clerical,Yes,0,0-1 Miles,"New York City, New York",39,No,4347
15629,S,F,"$10,000.00 ",0,Partial High School,Manual,Yes,2,1-2 Miles,"New York City, New York",34,No,2327
27835,M,M,"$20,000.00 ",0,Partial High School,Manual,Yes,2,0-1 Miles,"New York City, New York",32,No,1722
11738,M,M,"$60,000.00 ",4,Bachelors,Professional,Yes,0,2-5 Miles,"Chicago, Illinois",46,No,4386
25065,M,M,"$70,000.00 ",2,Partial High School,Skilled Manual,Yes,2,5-10 Miles,"Chicago, Illinois",48,No,4998
26238,S,F,"$40,000.00 ",3,Partial College,Clerical,Yes,1,1-2 Miles,"Chicago, Illinois",31,Yes,2837
23707,S,M,"$70,000.00 ",5,Bachelors,Management,Yes,3,10+ Miles,"Chicago, Illinois",60,Yes,2111
27650,M,M,"$70,000.00 ",4,High School,Professional,Yes,0,5-10 Miles,"Chicago, Illinois",51,No,2770
24981,M,M,"$60,000.00 ",2,Partial College,Professional,Yes,2,10+ Miles,"Chicago, Illinois",56,No,4784
20678,S,F,"$60,000.00 ",3,Bachelors,Skilled Manual,Yes,1,2-5 Miles,"Chicago, Illinois",40,Yes,2101
15302,S,F,"$70,000.00 ",1,Graduate Degree,Professional,Yes,0,2-5 Miles,"Chicago, Illinois",34,Yes,4340
26012,M,M,"$80,000.00 ",1,Partial College,Skilled Manual,Yes,1,2-5 Miles,"Chicago, Illinois",48,Yes,3529
26575,S,F,"$40,000.00 ",0,High School,Skilled Manual,No,2,1-2 Miles,"Chicago, Illinois",31,Yes,1914
15559,M,M,"$60,000.00 ",5,Bachelors,Professional,Yes,1,2-5 Miles,"Chicago, Illinois",47,No,2619
19235,M,F,"$50,000.00 ",0,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,"Chicago, Illinois",34,No,2578
15275,M,M,"$40,000.00 ",0,Partial College,Skilled Manual,Yes,1,5-10 Miles,"Chicago, Illinois",29,No,3032
20339,M,F,"$130,000.00 ",1,Bachelors,Management,Yes,4,2-5 Miles,"Chicago, Illinois",44,Yes,1077
25405,M,M,"$70,000.00 ",2,Bachelors,Skilled Manual,Yes,1,2-5 Miles,"Chicago, Illinois",38,Yes,1615
15940,M,M,"$100,000.00 ",4,Partial College,Professional,Yes,4,0-1 Miles,"Chicago, Illinois",40,No,2172
25074,M,F,"$70,000.00 ",4,Bachelors,Professional,Yes,2,2-5 Miles,"Chicago, Illinois",42,Yes,3843
24738,M,F,"$40,000.00 ",1,Partial College,Clerical,Yes,1,1-2 Miles,"Chicago, Illinois",51,Yes,1185
16337,M,M,"$60,000.00 ",0,Partial College,Skilled Manual,No,2,1-2 Miles,"Chicago, Illinois",29,No,1364
24357,M,M,"$80,000.00 ",3,Bachelors,Professional,Yes,1,2-5 Miles,"Chicago, Illinois",48,Yes,2053
18613,S,M,"$70,000.00 ",0,Bachelors,Professional,No,1,2-5 Miles,"Chicago, Illinois",37,Yes,1868
12207,S,M,"$80,000.00 ",4,Bachelors,Management,Yes,0,5-10 Miles,"Chicago, Illinois",66,Yes,2860
18052,M,F,"$60,000.00 ",1,Partial College,Skilled Manual,Yes,1,0-1 Miles,"Chicago, Illinois",45,Yes,3584
13353,S,F,"$60,000.00 ",4,Graduate Degree,Management,Yes,2,10+ Miles,"Chicago, Illinois",61,Yes,1605
19399,S,M,"$40,000.00 ",0,Bachelors,Professional,No,1,2-5 Miles,"Chicago, Illinois",45,No,1158
16154,M,F,"$70,000.00 ",5,Bachelors,Professional,Yes,2,2-5 Miles,"Chicago, Illinois",47,No,4797
22219,M,F,"$60,000.00 ",2,High School,Professional,Yes,2,5-10 Miles,"Chicago, Illinois",49,No,4197
17269,S,M,"$60,000.00 ",3,Bachelors,Professional,No,0,0-1 Miles,"Chicago, Illinois",47,Yes,2775
23586,M,F,"$80,000.00 ",0,Bachelors,Management,Yes,1,1-2 Miles,"Chicago, Illinois",34,Yes,2394
15740,M,M,"$80,000.00 ",5,Bachelors,Management,Yes,2,1-2 Miles,"Chicago, Illinois",64,No,4785
27638,S,M,"$100,000.00 ",1,Partial College,Professional,No,3,1-2 Miles,"Chicago, Illinois",44,No,3171
18976,S,M,"$40,000.00 ",4,High School,Professional,Yes,2,10+ Miles,"Chicago, Illinois",62,Yes,2680
19413,S,M,"$60,000.00 ",3,Bachelors,Professional,No,1,0-1 Miles,"Chicago, Illinois",47,Yes,4077
13283,M,M,"$80,000.00 ",3,Partial College,Professional,No,2,0-1 Miles,"Chicago, Illinois",49,Yes,3419
17471,S,F,"$80,000.00 ",4,Graduate Degree,Management,Yes,2,5-10 Miles,"Chicago, Illinois",67,No,3450
16791,S,M,"$60,000.00 ",5,Bachelors,Management,Yes,3,10+ Miles,"Chicago, Illinois",59,Yes,1327
15382,M,F,"$110,000.00 ",1,Bachelors,Management,Yes,2,1-2 Miles,"Chicago, Illinois",44,No,2058
11641,M,M,"$50,000.00 ",1,Bachelors,Skilled Manual,Yes,0,0-1 Miles,"Chicago, Illinois",36,No,4295
11935,S,F,"$30,000.00 ",0,Partial College,Skilled Manual,Yes,1,5-10 Miles,"Chicago, Illinois",28,No,2524
13233,M,M,"$60,000.00 ",2,Partial College,Professional,Yes,1,10+ Miles,"Chicago, Illinois",57,Yes,2155
25909,M,M,"$60,000.00 ",0,Partial College,Skilled Manual,Yes,1,5-10 Miles,"Chicago, Illinois",27,Yes,1334
14092,S,M,"$30,000.00 ",0,Partial High School,Clerical,Yes,2,5-10 Miles,"Chicago, Illinois",28,No,2754
29143,S,F,"$60,000.00 ",1,Bachelors,Professional,No,1,0-1 Miles,"Chicago, Illinois",44,Yes,1740
24941,M,M,"$60,000.00 ",3,Bachelors,Management,Yes,2,10+ Miles,"Chicago, Illinois",66,No,2134
24637,M,M,"$40,000.00 ",4,High School,Professional,Yes,2,10+ Miles,"Chicago, Illinois",64,No,2488
23893,M,M,"$50,000.00 ",3,Bachelors,Skilled Manual,Yes,3,10+ Miles,"Chicago, Illinois",41,No,2071
13907,S,F,"$80,000.00 ",3,Bachelors,Skilled Manual,Yes,1,0-1 Miles,"Chicago, Illinois",41,Yes,3025
14900,M,F,"$40,000.00 ",1,Partial College,Clerical,Yes,1,1-2 Miles,"Chicago, Illinois",49,Yes,3978
11262,M,F,"$80,000.00 ",4,Bachelors,Management,Yes,0,0-1 Miles,"Chicago, Illinois",42,No,4044
22294,S,F,"$70,000.00 ",0,Bachelors,Professional,No,1,2-5 Miles,"Chicago, Illinois",37,Yes,1836
12195,S,F,"$70,000.00 ",3,Graduate Degree,Management,Yes,2,1-2 Miles,"Chicago, Illinois",52,No,4353
25375,M,M,"$50,000.00 ",1,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,"Chicago, Illinois",34,No,1251
11143,M,M,"$40,000.00 ",0,High School,Skilled Manual,Yes,2,5-10 Miles,"Chicago, Illinois",29,No,3594
25898,M,F,"$70,000.00 ",2,High School,Professional,Yes,2,2-5 Miles,"Chicago, Illinois",53,No,2169
24397,S,M,"$120,000.00 ",2,Bachelors,Management,No,4,1-2 Miles,"Chicago, Illinois",40,No,1873
19758,S,M,"$60,000.00 ",0,Partial College,Skilled Manual,No,2,1-2 Miles,"Chicago, Illinois",29,No,4958
15529,M,M,"$60,000.00 ",4,Bachelors,Professional,Yes,2,2-5 Miles,"Chicago, Illinois",43,Yes,2895
19884,M,M,"$60,000.00 ",2,High School,Professional,Yes,2,2-5 Miles,"Chicago, Illinois",55,Yes,1824
18674,S,F,"$80,000.00 ",4,Graduate Degree,Skilled Manual,No,0,0-1 Miles,"Chicago, Illinois",48,No,4727
13453,M,F,"$130,000.00 ",3,Bachelors,Management,Yes,3,0-1 Miles,"Chicago, Illinois",45,Yes,4915
14063,S,F,"$70,000.00 ",0,Bachelors,Professional,No,1,0-1 Miles,"Los Angeles, California",42,Yes,4744
27393,M,F,"$50,000.00 ",4,Bachelors,Management,Yes,2,10+ Miles,"Chicago, Illinois",63,No,3747
14417,S,M,"$60,000.00 ",3,High School,Professional,Yes,2,10+ Miles,"Chicago, Illinois",54,Yes,1729
17533,M,M,"$40,000.00 ",3,Partial College,Professional,No,2,5-10 Miles,"Chicago, Illinois",73,Yes,3469
18580,M,F,"$60,000.00 ",2,Graduate Degree,Professional,Yes,0,2-5 Miles,"Chicago, Illinois",40,Yes,1354
17025,S,M,"$50,000.00 ",0,Partial College,Skilled Manual,No,1,2-5 Miles,"Chicago, Illinois",39,Yes,2850
25293,M,M,"$80,000.00 ",4,Bachelors,Management,Yes,0,1-2 Miles,"Chicago, Illinois",42,No,1363
24725,M,F,"$40,000.00 ",3,Partial College,Clerical,Yes,0,1-2 Miles,"Chicago, Illinois",31,No,4318
23200,M,F,"$50,000.00 ",3,Bachelors,Skilled Manual,Yes,2,0-1 Miles,"Chicago, Illinois",41,No,3217
15895,S,F,"$60,000.00 ",2,Bachelors,Management,Yes,0,10+ Miles,"Chicago, Illinois",58,No,4108
18577,M,F,"$60,000.00 ",0,Graduate Degree,Professional,Yes,0,0-1 Miles,"Chicago, Illinois",40,No,1063
27218,M,F,"$20,000.00 ",2,Partial High School,Clerical,No,0,0-1 Miles,"Chicago, Illinois",48,No,3524
18560,M,F,"$70,000.00 ",2,Graduate Degree,Professional,Yes,0,2-5 Miles,"Chicago, Illinois",34,Yes,1529
25006,S,F,"$30,000.00 ",0,Partial College,Skilled Manual,Yes,1,5-10 Miles,"Chicago, Illinois",28,No,4920
17369,S,M,"$30,000.00 ",0,Partial College,Skilled Manual,Yes,1,5-10 Miles,"Chicago, Illinois",27,No,4052
14495,M,M,"$40,000.00 ",3,Partial College,Professional,No,2,5-10 Miles,"Chicago, Illinois",54,Yes,4988
18847,M,F,"$60,000.00 ",2,Graduate Degree,Management,Yes,2,5-10 Miles,"Chicago, Illinois",70,No,3683
14754,M,M,"$40,000.00 ",1,Partial College,Clerical,Yes,1,1-2 Miles,"Chicago, Illinois",48,Yes,2703
23378,M,M,"$70,000.00 ",1,Partial College,Skilled Manual,Yes,1,2-5 Miles,"Chicago, Illinois",44,Yes,3143
26452,S,M,"$50,000.00 ",3,Graduate Degree,Management,Yes,2,10+ Miles,"Chicago, Illinois",69,No,2781
20370,M,M,"$70,000.00 ",3,Partial High School,Skilled Manual,Yes,2,5-10 Miles,"Chicago, Illinois",52,No,2227
20528,M,M,"$40,000.00 ",2,Partial High School,Skilled Manual,Yes,2,2-5 Miles,"Chicago, Illinois",55,No,3027
23549,S,M,"$30,000.00 ",0,High School,Skilled Manual,Yes,2,5-10 Miles,"Chicago, Illinois",30,No,2442
21751,M,M,"$60,000.00 ",3,Graduate Degree,Management,Yes,2,1-2 Miles,"Chicago, Illinois",63,No,1393
21266,S,F,"$80,000.00 ",0,Bachelors,Management,Yes,1,1-2 Miles,"Chicago, Illinois",34,Yes,2422
13388,S,M,"$60,000.00 ",2,Partial College,Professional,Yes,1,10+ Miles,"Chicago, Illinois",56,No,2901
18752,S,F,"$40,000.00 ",0,High School,Skilled Manual,Yes,1,5-10 Miles,"Chicago, Illinois",31,No,3114
16917,M,M,"$120,000.00 ",1,Bachelors,Management,Yes,4,0-1 Miles,"Chicago, Illinois",38,No,2346
15313,M,M,"$60,000.00 ",4,Bachelors,Management,Yes,2,2-5 Miles,"Chicago, Illinois",59,No,3244
25329,S,F,"$40,000.00 ",3,Partial College,Clerical,No,2,0-1 Miles,"Chicago, Illinois",32,No,4325
20380,M,F,"$60,000.00 ",3,Graduate Degree,Management,Yes,2,10+ Miles,"Chicago, Illinois",69,No,2835
23089,M,M,"$40,000.00 ",0,Partial College,Skilled Manual,Yes,1,5-10 Miles,"Chicago, Illinois",28,No,2424
13749,M,M,"$80,000.00 ",4,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,"Chicago, Illinois",47,No,4219
24943,M,M,"$60,000.00 ",3,Bachelors,Management,Yes,2,10+ Miles,"Chicago, Illinois",66,No,1370
28667,S,M,"$70,000.00 ",2,Bachelors,Skilled Manual,No,1,0-1 Miles,"Chicago, Illinois",37,Yes,2655
15194,S,M,"$120,000.00 ",2,Bachelors,Management,No,3,0-1 Miles,"Chicago, Illinois",39,Yes,4583
17436,M,M,"$60,000.00 ",2,High School,Professional,No,2,1-2 Miles,"Chicago, Illinois",51,No,4655
18935,M,F,"$130,000.00 ",0,Graduate Degree,Management,Yes,3,1-2 Miles,"Chicago, Illinois",40,No,4366
16871,M,F,"$90,000.00 ",2,High School,Professional,Yes,1,10+ Miles,"Chicago, Illinois",51,Yes,3103
12100,S,M,"$60,000.00 ",2,Bachelors,Management,Yes,0,10+ Miles,"Chicago, Illinois",57,No,4491
23158,M,F,"$60,000.00 ",1,Graduate Degree,Professional,No,0,0-1 Miles,"Chicago, Illinois",35,Yes,2281
18545,M,M,"$40,000.00 ",4,High School,Professional,No,2,10+ Miles,"Chicago, Illinois",61,Yes,3929
18391,S,F,"$80,000.00 ",5,Partial College,Professional,Yes,2,5-10 Miles,"Chicago, Illinois",44,No,1828
19812,S,F,"$70,000.00 ",2,Partial College,Professional,Yes,0,5-10 Miles,"Chicago, Illinois",49,Yes,1041
27660,M,M,"$80,000.00 ",4,Graduate Degree,Management,Yes,2,5-10 Miles,"Chicago, Illinois",70,No,2595
18058,S,F,"$20,000.00 ",3,High School,Skilled Manual,Yes,2,2-5 Miles,"Chicago, Illinois",78,No,1863
20343,M,F,"$90,000.00 ",4,Partial College,Professional,Yes,1,1-2 Miles,"Chicago, Illinois",45,No,1469
28997,S,M,"$40,000.00 ",2,High School,Professional,No,1,2-5 Miles,"Chicago, Illinois",58,Yes,3463
24398,M,M,"$130,000.00 ",1,Graduate Degree,Management,Yes,4,0-1 Miles,"Chicago, Illinois",41,No,3540
19002,M,F,"$60,000.00 ",2,Partial College,Professional,Yes,1,2-5 Miles,"Chicago, Illinois",57,Yes,3422
28609,M,M,"$30,000.00 ",2,High School,Skilled Manual,No,2,0-1 Miles,"Chicago, Illinois",49,No,3825
29231,S,M,"$80,000.00 ",4,Partial College,Professional,No,2,0-1 Miles,"Chicago, Illinois",43,No,2907
18858,S,M,"$60,000.00 ",2,Partial High School,Skilled Manual,Yes,2,5-10 Miles,"Chicago, Illinois",52,Yes,4813
20000,M,M,"$60,000.00 ",1,Graduate Degree,Professional,Yes,0,0-1 Miles,"Chicago, Illinois",35,Yes,4289
25261,M,M,"$40,000.00 ",0,High School,Skilled Manual,Yes,2,5-10 Miles,"Chicago, Illinois",27,No,4014
17458,S,M,"$70,000.00 ",3,High School,Professional,Yes,0,5-10 Miles,"Chicago, Illinois",52,Yes,3702
11644,S,M,"$40,000.00 ",2,Bachelors,Skilled Manual,Yes,0,2-5 Miles,"Chicago, Illinois",36,No,4922
16145,S,F,"$70,000.00 ",5,Graduate Degree,Professional,Yes,3,10+ Miles,"Chicago, Illinois",46,Yes,1582
16890,M,M,"$60,000.00 ",3,Partial High School,Skilled Manual,Yes,2,5-10 Miles,"Chicago, Illinois",52,Yes,3886
25983,M,M,"$70,000.00 ",0,Bachelors,Professional,No,1,0-1 Miles,"Chicago, Illinois",43,No,3436
14633,M,M,"$60,000.00 ",1,Partial College,Skilled Manual,Yes,1,2-5 Miles,"Chicago, Illinois",44,No,4326
22994,M,F,"$80,000.00 ",0,Bachelors,Management,Yes,1,1-2 Miles,"Chicago, Illinois",34,Yes,4072
22983,S,F,"$30,000.00 ",0,Partial High School,Clerical,Yes,2,5-10 Miles,"Chicago, Illinois",27,No,1471
25184,S,M,"$110,000.00 ",1,Partial College,Professional,Yes,4,5-10 Miles,"Chicago, Illinois",45,Yes,3505
14469,M,F,"$100,000.00 ",3,Partial College,Professional,Yes,4,1-2 Miles,"Chicago, Illinois",45,No,3993
11538,S,F,"$60,000.00 ",4,Graduate Degree,Skilled Manual,No,0,0-1 Miles,"Chicago, Illinois",47,Yes,3289
16245,S,F,"$80,000.00 ",4,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,"Chicago, Illinois",47,No,2493
17858,M,M,"$40,000.00 ",4,High School,Skilled Manual,Yes,2,2-5 Miles,"Chicago, Illinois",44,Yes,3693
25347,S,F,"$20,000.00 ",3,Partial High School,Clerical,No,2,0-1 Miles,"Chicago, Illinois",49,No,4498
15814,S,F,"$40,000.00 ",0,High School,Skilled Manual,Yes,1,5-10 Miles,"Chicago, Illinois",30,No,4806
11259,M,F,"$100,000.00 ",4,Partial College,Professional,Yes,4,2-5 Miles,"Chicago, Illinois",41,Yes,2074
11200,M,M,"$70,000.00 ",4,Bachelors,Management,Yes,1,1-2 Miles,"Chicago, Illinois",58,No,4778
25101,M,M,"$60,000.00 ",5,Bachelors,Professional,Yes,1,2-5 Miles,"Chicago, Illinois",47,No,4641
21801,M,F,"$70,000.00 ",4,Partial College,Professional,Yes,1,1-2 Miles,"Chicago, Illinois",55,No,1705
25943,S,F,"$70,000.00 ",0,Partial College,Skilled Manual,No,2,0-1 Miles,"Chicago, Illinois",27,Yes,3581
22127,M,M,"$60,000.00 ",3,Graduate Degree,Management,Yes,2,1-2 Miles,"Chicago, Illinois",67,No,1950
20414,M,F,"$60,000.00 ",0,Partial College,Skilled Manual,Yes,2,5-10 Miles,"Chicago, Illinois",29,No,3463
23672,M,F,"$60,000.00 ",3,Graduate Degree,Management,Yes,2,1-2 Miles,"Chicago, Illinois",67,No,1146
29255,S,M,"$80,000.00 ",3,Partial College,Professional,No,1,1-2 Miles,"Chicago, Illinois",51,Yes,2365
28815,M,F,"$50,000.00 ",1,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,"Chicago, Illinois",35,No,3797
27753,M,M,"$40,000.00 ",0,High School,Skilled Manual,No,2,1-2 Miles,"Chicago, Illinois",30,No,3592
27643,S,M,"$70,000.00 ",5,Partial College,Professional,Yes,3,2-5 Miles,"Chicago, Illinois",44,No,1498
13754,S,F,"$80,000.00 ",4,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,"Chicago, Illinois",48,No,4738
22088,M,F,"$130,000.00 ",1,Bachelors,Management,Yes,2,0-1 Miles,"Chicago, Illinois",45,Yes,3315
27388,M,M,"$60,000.00 ",3,Bachelors,Management,No,2,1-2 Miles,"Chicago, Illinois",66,No,3353
24745,S,F,"$30,000.00 ",2,High School,Skilled Manual,No,2,0-1 Miles,"Chicago, Illinois",49,No,3691
29237,S,F,"$120,000.00 ",4,Partial College,Professional,Yes,3,5-10 Miles,"Chicago, Illinois",43,Yes,2978
15272,S,M,"$40,000.00 ",0,High School,Skilled Manual,No,2,1-2 Miles,"Chicago, Illinois",30,No,2940
18949,S,M,"$70,000.00 ",0,Graduate Degree,Management,Yes,2,5-10 Miles,"Chicago, Illinois",74,Yes,3164
14507,M,M,"$100,000.00 ",2,Graduate Degree,Management,Yes,3,1-2 Miles,"Chicago, Illinois",65,No,1710
25886,M,F,"$60,000.00 ",2,Partial College,Professional,Yes,2,2-5 Miles,"Chicago, Illinois",56,Yes,3397
21441,M,M,"$50,000.00 ",4,Bachelors,Management,Yes,2,10+ Miles,"Chicago, Illinois",64,No,1475
21741,M,F,"$70,000.00 ",3,Partial College,Professional,Yes,2,5-10 Miles,"Chicago, Illinois",50,Yes,3055
14572,M,F,"$70,000.00 ",3,Graduate Degree,Professional,Yes,0,2-5 Miles,"Chicago, Illinois",35,Yes,4419
23368,M,F,"$60,000.00 ",5,Bachelors,Skilled Manual,Yes,3,10+ Miles,"Chicago, Illinois",41,No,3149
16217,S,F,"$60,000.00 ",0,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,"Chicago, Illinois",39,No,4698
16247,S,F,"$60,000.00 ",4,Graduate Degree,Skilled Manual,No,0,1-2 Miles,"Chicago, Illinois",47,No,3654
22010,S,M,"$40,000.00 ",0,High School,Skilled Manual,Yes,2,5-10 Miles,"Chicago, Illinois",31,No,3460
25872,S,F,"$70,000.00 ",2,Bachelors,Management,No,1,2-5 Miles,"Chicago, Illinois",58,Yes,4319
19164,S,F,"$70,000.00 ",0,Bachelors,Professional,No,1,2-5 Miles,"Chicago, Illinois",38,Yes,1571
18435,S,F,"$70,000.00 ",5,Graduate Degree,Management,Yes,2,10+ Miles,"Chicago, Illinois",67,Yes,4561
14284,S,M,"$60,000.00 ",0,Partial College,Professional,No,2,1-2 Miles,"Chicago, Illinois",32,Yes,2298
11287,M,M,"$70,000.00 ",5,Partial College,Professional,No,3,5-10 Miles,"Chicago, Illinois",45,No,4789
13066,S,M,"$30,000.00 ",0,High School,Skilled Manual,No,2,1-2 Miles,"Chicago, Illinois",31,Yes,4429
29106,S,M,"$40,000.00 ",0,High School,Skilled Manual,No,2,1-2 Miles,"Chicago, Illinois",31,Yes,1504
26236,M,F,"$40,000.00 ",3,Partial College,Clerical,Yes,1,0-1 Miles,"Chicago, Illinois",31,No,1354
17531,M,M,"$60,000.00 ",2,High School,Professional,No,2,5-10 Miles,"Chicago, Illinois",50,No,1992
12964,M,M,"$70,000.00 ",1,Partial College,Skilled Manual,Yes,1,0-1 Miles,"Chicago, Illinois",44,No,4625
19133,S,M,"$50,000.00 ",2,Bachelors,Skilled Manual,Yes,1,2-5 Miles,"Chicago, Illinois",38,Yes,1520
24643,S,F,"$60,000.00 ",4,Bachelors,Management,Yes,2,10+ Miles,"Chicago, Illinois",63,No,4640
21599,M,F,"$60,000.00 ",1,Graduate Degree,Professional,Yes,0,2-5 Miles,"Chicago, Illinois",36,Yes,3145
22976,S,M,"$40,000.00 ",0,High School,Skilled Manual,No,2,0-1 Miles,"Chicago, Illinois",28,Yes,3249
27637,S,F,"$100,000.00 ",1,Partial College,Professional,No,3,1-2 Miles,"Chicago, Illinois",44,No,1141
11890,M,F,"$70,000.00 ",5,Graduate Degree,Professional,Yes,1,0-1 Miles,"Chicago, Illinois",47,No,1044
28580,M,F,"$80,000.00 ",0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,"Chicago, Illinois",40,Yes,4709
14443,M,M,"$130,000.00 ",1,Graduate Degree,Management,Yes,4,0-1 Miles,"Chicago, Illinois",40,No,2327
17864,M,F,"$60,000.00 ",1,Partial College,Skilled Manual,Yes,1,2-5 Miles,"Chicago, Illinois",46,Yes,2867
20505,M,F,"$40,000.00 ",5,High School,Professional,No,2,10+ Miles,"Chicago, Illinois",61,No,1870
14592,M,F,"$60,000.00 ",0,Graduate Degree,Professional,Yes,0,0-1 Miles,"Chicago, Illinois",40,No,2512
22227,M,F,"$60,000.00 ",2,High School,Professional,Yes,2,5-10 Miles,"Chicago, Illinois",50,No,4446
21471,M,M,"$70,000.00 ",2,Partial College,Professional,Yes,1,10+ Miles,"Chicago, Illinois",59,No,1347
22252,S,F,"$60,000.00 ",1,Graduate Degree,Professional,Yes,0,2-5 Miles,"Chicago, Illinois",36,Yes,2930
21260,S,F,"$40,000.00 ",0,High School,Skilled Manual,Yes,2,5-10 Miles,"Chicago, Illinois",30,No,1235
11817,S,F,"$70,000.00 ",4,Graduate Degree,Professional,Yes,0,2-5 Miles,"Chicago, Illinois",35,Yes,4694
19223,M,F,"$30,000.00 ",2,High School,Skilled Manual,Yes,2,1-2 Miles,"Chicago, Illinois",48,No,4432
18517,M,M,"$100,000.00 ",3,Bachelors,Management,Yes,4,0-1 Miles,"Chicago, Illinois",41,No,2332
21717,M,M,"$40,000.00 ",2,Partial College,Clerical,Yes,1,0-1 Miles,"Chicago, Illinois",47,No,3455
13760,M,M,"$60,000.00 ",4,Graduate Degree,Skilled Manual,No,0,0-1 Miles,"Chicago, Illinois",47,No,1048
18145,M,M,"$80,000.00 ",5,Bachelors,Management,No,2,2-5 Miles,"New York City, New York",62,No,3715
21770,M,M,"$60,000.00 ",4,Bachelors,Management,Yes,2,10+ Miles,"Chicago, Illinois",60,No,3388
11165,M,F,"$60,000.00 ",0,Partial College,Skilled Manual,No,1,1-2 Miles,"Chicago, Illinois",33,No,4055
16377,S,F,"$80,000.00 ",4,Graduate Degree,Skilled Manual,No,0,0-1 Miles,"Chicago, Illinois",47,No,4031
26248,M,M,"$20,000.00 ",3,Partial High School,Clerical,No,2,0-1 Miles,"Chicago, Illinois",52,No,4600
23461,M,F,"$90,000.00 ",5,Partial College,Professional,Yes,3,2-5 Miles,"Chicago, Illinois",40,No,4128
29133,S,F,"$60,000.00 ",4,Bachelors,Skilled Manual,No,2,0-1 Miles,"Chicago, Illinois",42,No,4466
27673,S,F,"$60,000.00 ",3,Graduate Degree,Management,Yes,2,5-10 Miles,"Chicago, Illinois",53,Yes,4264
12774,M,F,"$40,000.00 ",1,Partial College,Clerical,Yes,1,1-2 Miles,"Chicago, Illinois",51,Yes,2693
18910,S,M,"$30,000.00 ",0,Partial College,Skilled Manual,Yes,2,5-10 Miles,"Chicago, Illinois",30,No,3494
11699,S,M,"$60,000.00 ",0,Bachelors,Skilled Manual,No,2,0-1 Miles,"Chicago, Illinois",30,No,3913
16725,M,M,"$30,000.00 ",0,High School,Skilled Manual,Yes,2,5-10 Miles,"Chicago, Illinois",26,No,3070
28269,S,F,"$130,000.00 ",1,Bachelors,Management,No,1,2-5 Miles,"Chicago, Illinois",45,No,4086
23144,M,M,"$50,000.00 ",1,Bachelors,Skilled Manual,Yes,0,0-1 Miles,"Chicago, Illinois",34,Yes,3301
23376,M,M,"$70,000.00 ",1,Bachelors,Professional,Yes,1,2-5 Miles,"Chicago, Illinois",44,Yes,1797
25970,S,F,"$60,000.00 ",4,Bachelors,Skilled Manual,No,2,0-1 Miles,"Chicago, Illinois",41,Yes,4920
